"id","true","output"
170,"C1","C1"
171,"C2","C2"
172,"C2","C2"
173,"C2","C2"
174,"C2","C2"
175,"C2","C2"
176,"C2","C2"
177,"C2","C2"
178,"C2","C2"
179,"C2","C2"
180,"C2","C2"
181,"C2","C2"
182,"C2","C2"
183,"C2","C2"
184,"C2","C2"
185,"C2","C2"
186,"C2","C2"
187,"C2","C2"
188,"C2","C2"
189,"C2","C2"
190,"C2","C2"
191,"C2","C2"
192,"C2","C2"
193,"C2","C2"
194,"C2","C2"
195,"C2","C2"
196,"C2","C2"
197,"C2","C2"
198,"C2","C2"
199,"C2","C2"
200,"C2","C2"
201,"C2","C2"
202,"C2","C2"
203,"C2","C2"
204,"C2","C2"
205,"C2","C2"
206,"C2","C2"
207,"C2","C2"
208,"C2","C2"
209,"C2","C2"
210,"C2","C2"
211,"C2","C2"
212,"C2","C2"
213,"C2","C2"
214,"C2","C2"
215,"C2","C2"
216,"C2","C2"
217,"C2","C2"
218,"C2","C2"
219,"C2","C3"
220,"C2","C2"
221,"C2","C3"
222,"C2","C2"
223,"C2","C2"
224,"C2","C2"
225,"C2","C2"
226,"C2","C2"
227,"C2","C2"
228,"C2","C2"
229,"C2","C2"
230,"C2","C2"
231,"C2","C3"
232,"C2","C2"
233,"C2","C2"
234,"C2","C2"
235,"C2","C2"
236,"C2","C2"
237,"C2","C2"
238,"C2","C2"
239,"C2","C2"
240,"C2","C2"
241,"C2","C2"
242,"C2","C2"
243,"C2","C2"
244,"C2","C2"
245,"C2","C2"
246,"C2","C2"
247,"C2","C2"
248,"C2","C2"
249,"C2","C2"
250,"C2","C2"
251,"C2","C2"
252,"C2","C2"
253,"C2","C2"
254,"C2","C2"
255,"C2","C2"
256,"C2","C2"
257,"C2","C2"
258,"C2","C2"
259,"C2","C2"
260,"C2","C2"
261,"C2","C2"
262,"C2","C2"
263,"C2","C2"
264,"C2","C2"
265,"C2","C3"
266,"C2","C2"
267,"C2","C2"
268,"C2","C2"
269,"C2","C2"
270,"C2","C2"
271,"C2","C2"
272,"C2","C2"
273,"C2","C2"
274,"C2","C2"
275,"C2","C2"
276,"C2","C2"
277,"C2","C2"
278,"C2","C2"
279,"C2","C2"
280,"C2","C2"
281,"C2","C2"
282,"C2","C2"
283,"C2","C2"
284,"C2","C2"
285,"C2","C2"
286,"C2","C3"
287,"C2","C2"
288,"C2","C2"
289,"C2","C2"
290,"C2","C2"
291,"C2","C3"
292,"C2","C2"
293,"C2","C2"
294,"C2","C2"
295,"C2","C2"
296,"C2","C2"
297,"C2","C2"
298,"C2","C3"
299,"C2","C2"
300,"C2","C2"
301,"C2","C2"
302,"C2","C2"
303,"C2","C2"
304,"C2","C2"
305,"C2","C2"
306,"C2","C2"
307,"C2","C2"
308,"C2","C2"
309,"C2","C2"
310,"C2","C2"
311,"C2","C2"
312,"C2","C2"
313,"C2","C3"
314,"C2","C2"
315,"C2","C2"
316,"C2","C2"
317,"C2","C2"
318,"C2","C2"
319,"C2","C2"
320,"C2","C2"
321,"C2","C2"
322,"C2","C2"
323,"C2","C2"
324,"C2","C3"
325,"C2","C2"
326,"C2","C2"
327,"C2","C2"
328,"C2","C2"
329,"C2","C2"
330,"C2","C2"
331,"C2","C2"
332,"C2","C2"
333,"C2","C2"
334,"C2","C2"
335,"C2","C2"
336,"C3","C3"
337,"C3","C3"
338,"C3","C3"
339,"C3","C3"
340,"C3","C3"
341,"C3","C3"
342,"C3","C3"
343,"C3","C3"
344,"C3","C3"
345,"C3","C3"
346,"C3","C3"
347,"C3","C3"
348,"C3","C3"
349,"C3","C2"
350,"C3","C2"
351,"C3","C3"
352,"C3","C3"
353,"C3","C3"
354,"C3","C3"
355,"C3","C3"
356,"C3","C3"
357,"C3","C3"
358,"C3","C2"
359,"C3","C3"
360,"C3","C3"
361,"C3","C3"
362,"C3","C3"
363,"C3","C3"
364,"C3","C3"
365,"C3","C3"
366,"C3","C3"
367,"C3","C3"
368,"C3","C3"
369,"C3","C3"
370,"C3","C3"
371,"C3","C3"
372,"C3","C3"
373,"C3","C3"
374,"C3","C3"
375,"C3","C3"
376,"C3","C3"
377,"C3","C3"
378,"C3","C3"
379,"C3","C3"
380,"C3","C3"
381,"C3","C3"
382,"C3","C3"
383,"C3","C3"
384,"C3","C3"
385,"C3","C3"
386,"C3","C3"
387,"C3","C3"
388,"C3","C3"
389,"C3","C3"
390,"C3","C2"
391,"C3","C3"
392,"C3","C3"
393,"C3","C3"
394,"C3","C2"
395,"C3","C3"
396,"C3","C3"
397,"C3","C3"
398,"C3","C3"
399,"C3","C3"
400,"C3","C3"
401,"C3","C3"
402,"C3","C3"
403,"C3","C3"
404,"C3","C3"
405,"C3","C3"
406,"C3","C3"
407,"C3","C3"
408,"C3","C3"
409,"C3","C3"
410,"C3","C3"
411,"C3","C3"
412,"C3","C2"
413,"C3","C3"
414,"C3","C3"
415,"C3","C2"
416,"C3","C3"
417,"C3","C3"
418,"C3","C3"
419,"C3","C3"
420,"C3","C2"
421,"C3","C3"
422,"C3","C3"
423,"C3","C2"
424,"C3","C3"
425,"C3","C3"
426,"C3","C3"
427,"C3","C3"
428,"C3","C3"
429,"C3","C3"
430,"C3","C3"
431,"C3","C3"
432,"C3","C3"
433,"C3","C3"
434,"C3","C2"
435,"C3","C3"
436,"C3","C3"
437,"C3","C3"
438,"C3","C3"
439,"C3","C3"
440,"C3","C3"
441,"C3","C3"
442,"C3","C3"
443,"C3","C2"
444,"C3","C3"
445,"C3","C3"
446,"C3","C3"
447,"C3","C3"
448,"C3","C3"
449,"C3","C3"
450,"C3","C3"
451,"C3","C3"
452,"C3","C3"
453,"C3","C3"
454,"C3","C3"
455,"C3","C3"
456,"C3","C3"
457,"C3","C3"
458,"C3","C3"
459,"C3","C3"
460,"C3","C3"
461,"C3","C3"
462,"C3","C3"
463,"C3","C3"
464,"C3","C3"
465,"C3","C3"
466,"C3","C3"
467,"C3","C3"
468,"C3","C3"
469,"C3","C3"
470,"C3","C3"
471,"C3","C3"
472,"C3","C3"
473,"C3","C3"
474,"C3","C3"
475,"C3","C3"
476,"C3","C3"
477,"C3","C3"
478,"C3","C3"
479,"C3","C3"
480,"C3","C3"
481,"C3","C3"
482,"C3","C3"
483,"C3","C3"
484,"C3","C3"
485,"C3","C3"
486,"C3","C3"
487,"C3","C3"
488,"C3","C3"
489,"C3","C3"
490,"C3","C3"
491,"C3","C3"
492,"C3","C3"
493,"C3","C3"
494,"C3","C3"
495,"C3","C3"
496,"C3","C3"
497,"C3","C3"
498,"C3","C3"
499,"C3","C3"
500,"C3","C3"
501,"C1","C1"
502,"C1","C1"
503,"C1","C1"
504,"C1","C2"
505,"C1","C2"
506,"C1","C1"
507,"C1","C1"
508,"C1","C1"
509,"C1","C1"
510,"C1","C1"
511,"C1","C1"
512,"C1","C3"
513,"C1","C2"
514,"C1","C1"
515,"C1","C2"
516,"C1","C1"
517,"C1","C3"
518,"C1","C2"
519,"C1","C3"
520,"C1","C3"
521,"C1","C3"
522,"C1","C3"
523,"C1","C1"
524,"C1","C1"
525,"C1","C2"
526,"C1","C1"
527,"C1","C1"
528,"C1","C1"
529,"C1","C3"
530,"C1","C1"
531,"C1","C1"
532,"C1","C1"
533,"C1","C2"
534,"C1","C1"
535,"C1","C2"
536,"C1","C1"
537,"C1","C1"
538,"C1","C3"
539,"C1","C1"
540,"C1","C1"
541,"C1","C3"
542,"C1","C1"
543,"C1","C1"
544,"C1","C1"
545,"C1","C3"
546,"C1","C1"
547,"C1","C1"
548,"C1","C2"
549,"C1","C1"
550,"C1","C2"
551,"C1","C2"
552,"C1","C2"
553,"C1","C1"
554,"C1","C1"
555,"C1","C3"
556,"C1","C1"
557,"C1","C1"
558,"C1","C3"
559,"C1","C1"
560,"C1","C3"
561,"C1","C1"
562,"C1","C1"
563,"C1","C3"
564,"C1","C1"
565,"C1","C2"
566,"C1","C1"
567,"C1","C1"
568,"C1","C2"
569,"C1","C1"
570,"C1","C1"
571,"C1","C2"
572,"C1","C3"
573,"C1","C3"
574,"C1","C2"
575,"C1","C2"
576,"C1","C3"
577,"C1","C1"
578,"C1","C1"
579,"C1","C2"
580,"C1","C3"
581,"C1","C2"
582,"C1","C3"
583,"C1","C1"
584,"C1","C3"
585,"C1","C1"
586,"C1","C1"
587,"C1","C2"
588,"C1","C3"
589,"C1","C3"
590,"C1","C1"
591,"C1","C3"
592,"C1","C1"
593,"C1","C1"
594,"C1","C3"
595,"C1","C2"
596,"C1","C2"
597,"C1","C1"
598,"C1","C2"
599,"C1","C2"
600,"C1","C3"
601,"C1","C1"
602,"C1","C2"
603,"C1","C3"
604,"C1","C3"
605,"C1","C1"
606,"C1","C1"
607,"C1","C1"
608,"C1","C3"
609,"C1","C1"
610,"C1","C2"
611,"C1","C1"
612,"C1","C2"
613,"C1","C1"
614,"C1","C1"
615,"C1","C3"
616,"C1","C2"
617,"C1","C1"
618,"C1","C3"
619,"C1","C2"
620,"C1","C3"
621,"C1","C1"
622,"C1","C2"
623,"C1","C1"
624,"C1","C3"
625,"C1","C1"
626,"C1","C3"
627,"C1","C2"
628,"C1","C1"
629,"C1","C1"
630,"C1","C1"
631,"C1","C1"
632,"C1","C1"
633,"C1","C2"
634,"C1","C3"
635,"C1","C1"
636,"C1","C1"
637,"C1","C1"
638,"C1","C3"
639,"C1","C2"
640,"C1","C3"
641,"C1","C3"
642,"C1","C1"
643,"C1","C2"
644,"C1","C1"
645,"C1","C2"
646,"C1","C2"
647,"C1","C1"
648,"C1","C1"
649,"C1","C2"
650,"C1","C1"
651,"C1","C1"
652,"C1","C1"
653,"C1","C1"
654,"C1","C1"
655,"C1","C2"
656,"C1","C1"
657,"C1","C2"
658,"C1","C1"
659,"C1","C1"
660,"C1","C3"
661,"C1","C1"
662,"C1","C1"
663,"C1","C1"
664,"C1","C3"
665,"C1","C1"
666,"C1","C3"
667,"C1","C1"
668,"C1","C1"
669,"C1","C1"
670,"C1","C1"
671,"C2","C2"
672,"C2","C2"
673,"C2","C2"
674,"C2","C2"
675,"C2","C2"
676,"C2","C2"
677,"C2","C2"
678,"C2","C2"
679,"C2","C2"
680,"C2","C2"
681,"C2","C2"
682,"C2","C2"
683,"C2","C2"
684,"C2","C2"
685,"C2","C2"
686,"C2","C2"
687,"C2","C2"
688,"C2","C2"
689,"C2","C2"
690,"C2","C2"
691,"C2","C2"
692,"C2","C2"
693,"C2","C2"
694,"C2","C2"
695,"C2","C2"
696,"C2","C2"
697,"C2","C3"
698,"C2","C2"
699,"C2","C2"
700,"C2","C2"
701,"C2","C2"
702,"C2","C2"
703,"C2","C2"
704,"C2","C2"
705,"C2","C2"
706,"C2","C2"
707,"C2","C2"
708,"C2","C2"
709,"C2","C2"
710,"C2","C2"
711,"C2","C2"
712,"C2","C2"
713,"C2","C2"
714,"C2","C2"
715,"C2","C2"
716,"C2","C2"
717,"C2","C2"
718,"C2","C2"
719,"C2","C2"
720,"C2","C2"
721,"C2","C2"
722,"C2","C2"
723,"C2","C2"
724,"C2","C2"
725,"C2","C2"
726,"C2","C2"
727,"C2","C2"
728,"C2","C2"
729,"C2","C2"
730,"C2","C2"
731,"C2","C2"
732,"C2","C2"
733,"C2","C2"
734,"C2","C2"
735,"C2","C2"
736,"C2","C2"
737,"C2","C2"
738,"C2","C2"
739,"C2","C2"
740,"C2","C2"
741,"C2","C2"
742,"C2","C2"
743,"C2","C2"
744,"C2","C2"
745,"C2","C2"
746,"C2","C2"
747,"C2","C2"
748,"C2","C2"
749,"C2","C2"
750,"C2","C2"
751,"C2","C2"
752,"C2","C2"
753,"C2","C2"
754,"C2","C2"
755,"C2","C2"
756,"C2","C2"
757,"C2","C2"
758,"C2","C2"
759,"C2","C2"
760,"C2","C2"
761,"C2","C2"
762,"C2","C2"
763,"C2","C2"
764,"C2","C2"
765,"C2","C2"
766,"C2","C2"
767,"C2","C2"
768,"C2","C2"
769,"C2","C2"
770,"C2","C2"
771,"C2","C2"
772,"C2","C2"
773,"C2","C2"
774,"C2","C2"
775,"C2","C3"
776,"C2","C2"
777,"C2","C2"
778,"C2","C2"
779,"C2","C3"
780,"C2","C2"
781,"C2","C2"
782,"C2","C2"
783,"C2","C2"
784,"C2","C2"
785,"C2","C2"
786,"C2","C2"
787,"C2","C2"
788,"C2","C2"
789,"C2","C3"
790,"C2","C2"
791,"C2","C2"
792,"C2","C3"
793,"C2","C2"
794,"C2","C2"
795,"C2","C2"
796,"C2","C2"
797,"C2","C2"
798,"C2","C2"
799,"C2","C2"
800,"C2","C2"
801,"C2","C2"
802,"C2","C2"
803,"C2","C2"
804,"C2","C2"
805,"C2","C2"
806,"C2","C2"
807,"C2","C2"
808,"C2","C2"
809,"C2","C3"
810,"C2","C3"
811,"C2","C2"
812,"C2","C2"
813,"C2","C2"
814,"C2","C2"
815,"C2","C2"
816,"C2","C2"
817,"C2","C2"
818,"C2","C2"
819,"C2","C2"
820,"C2","C2"
821,"C2","C2"
822,"C2","C2"
823,"C2","C2"
824,"C2","C2"
825,"C2","C2"
826,"C2","C2"
827,"C2","C2"
828,"C2","C2"
829,"C2","C2"
830,"C2","C2"
831,"C2","C2"
832,"C2","C2"
833,"C2","C2"
834,"C2","C2"
835,"C2","C2"
836,"C3","C3"
837,"C3","C3"
838,"C3","C3"
839,"C3","C3"
840,"C3","C3"
841,"C3","C3"
842,"C3","C3"
843,"C3","C2"
844,"C3","C3"
845,"C3","C3"
846,"C3","C3"
847,"C3","C3"
848,"C3","C3"
849,"C3","C3"
850,"C3","C3"
851,"C3","C3"
852,"C3","C3"
853,"C3","C3"
854,"C3","C3"
855,"C3","C3"
856,"C3","C3"
857,"C3","C3"
858,"C3","C3"
859,"C3","C3"
860,"C3","C3"
861,"C3","C3"
862,"C3","C3"
863,"C3","C3"
864,"C3","C3"
865,"C3","C3"
866,"C3","C3"
867,"C3","C3"
868,"C3","C3"
869,"C3","C3"
870,"C3","C3"
871,"C3","C3"
872,"C3","C3"
873,"C3","C3"
874,"C3","C3"
875,"C3","C3"
876,"C3","C3"
877,"C3","C3"
878,"C3","C3"
879,"C3","C3"
880,"C3","C3"
881,"C3","C3"
882,"C3","C3"
883,"C3","C3"
884,"C3","C3"
885,"C3","C3"
886,"C3","C3"
887,"C3","C3"
888,"C3","C3"
889,"C3","C3"
890,"C3","C3"
891,"C3","C3"
892,"C3","C3"
893,"C3","C3"
894,"C3","C3"
895,"C3","C3"
896,"C3","C3"
897,"C3","C3"
898,"C3","C3"
899,"C3","C3"
900,"C3","C2"
901,"C3","C3"
902,"C3","C3"
903,"C3","C3"
904,"C3","C3"
905,"C3","C3"
906,"C3","C3"
907,"C3","C3"
908,"C3","C3"
909,"C3","C3"
910,"C3","C3"
911,"C3","C3"
912,"C3","C3"
913,"C3","C2"
914,"C3","C3"
915,"C3","C3"
916,"C3","C3"
917,"C3","C3"
918,"C3","C3"
919,"C3","C3"
920,"C3","C3"
921,"C3","C3"
922,"C3","C2"
923,"C3","C3"
924,"C3","C3"
925,"C3","C2"
926,"C3","C3"
927,"C3","C3"
928,"C3","C3"
929,"C3","C3"
930,"C3","C3"
931,"C3","C3"
932,"C3","C3"
933,"C3","C3"
934,"C3","C3"
935,"C3","C3"
936,"C3","C3"
937,"C3","C3"
938,"C3","C3"
939,"C3","C3"
940,"C3","C3"
941,"C3","C3"
942,"C3","C3"
943,"C3","C3"
944,"C3","C3"
945,"C3","C3"
946,"C3","C3"
947,"C3","C3"
948,"C3","C3"
949,"C3","C3"
950,"C3","C3"
951,"C3","C3"
952,"C3","C3"
953,"C3","C3"
954,"C3","C3"
955,"C3","C3"
956,"C3","C3"
957,"C3","C3"
958,"C3","C3"
959,"C3","C3"
960,"C3","C3"
961,"C3","C3"
962,"C3","C3"
963,"C3","C3"
964,"C3","C3"
965,"C3","C3"
966,"C3","C3"
967,"C3","C3"
968,"C3","C3"
969,"C3","C3"
970,"C3","C3"
971,"C3","C3"
972,"C3","C3"
973,"C3","C3"
974,"C3","C3"
975,"C3","C3"
976,"C3","C3"
977,"C3","C3"
978,"C3","C3"
979,"C3","C3"
980,"C3","C2"
981,"C3","C3"
982,"C3","C3"
983,"C3","C3"
984,"C3","C3"
985,"C3","C3"
986,"C3","C3"
987,"C3","C3"
988,"C3","C3"
989,"C3","C3"
990,"C3","C3"
991,"C3","C3"
992,"C3","C3"
993,"C3","C3"
994,"C3","C3"
995,"C3","C3"
996,"C3","C3"
997,"C3","C3"
998,"C3","C3"
999,"C3","C3"
1000,"C3","C3"
1001,"C1","C1"
1002,"C1","C2"
1003,"C1","C1"
1004,"C1","C1"
1005,"C1","C2"
1006,"C1","C1"
1007,"C1","C2"
1008,"C1","C1"
1009,"C1","C1"
1010,"C1","C1"
1011,"C1","C1"
1012,"C1","C2"
1013,"C1","C3"
1014,"C1","C1"
1015,"C1","C2"
1016,"C1","C1"
1017,"C1","C2"
1018,"C1","C3"
1019,"C1","C1"
1020,"C1","C1"
1021,"C1","C1"
1022,"C1","C2"
1023,"C1","C3"
1024,"C1","C3"
1025,"C1","C1"
1026,"C1","C1"
1027,"C1","C1"
1028,"C1","C2"
1029,"C1","C1"
1030,"C1","C2"
1031,"C1","C3"
1032,"C1","C1"
1033,"C1","C3"
1034,"C1","C1"
1035,"C1","C1"
1036,"C1","C1"
1037,"C1","C2"
1038,"C1","C3"
1039,"C1","C2"
1040,"C1","C3"
1041,"C1","C3"
1042,"C1","C2"
1043,"C1","C3"
1044,"C1","C2"
1045,"C1","C3"
1046,"C1","C2"
1047,"C1","C1"
1048,"C1","C1"
1049,"C1","C1"
1050,"C1","C1"
1051,"C1","C2"
1052,"C1","C3"
1053,"C1","C2"
1054,"C1","C1"
1055,"C1","C1"
1056,"C1","C1"
1057,"C1","C1"
1058,"C1","C2"
1059,"C1","C1"
1060,"C1","C2"
1061,"C1","C3"
1062,"C1","C1"
1063,"C1","C2"
1064,"C1","C1"
1065,"C1","C3"
1066,"C1","C1"
1067,"C1","C1"
1068,"C1","C1"
1069,"C1","C3"
1070,"C1","C1"
1071,"C1","C2"
1072,"C1","C1"
1073,"C1","C3"
1074,"C1","C3"
1075,"C1","C2"
1076,"C1","C3"
1077,"C1","C1"
1078,"C1","C1"
1079,"C1","C3"
1080,"C1","C3"
1081,"C1","C2"
1082,"C1","C1"
1083,"C1","C3"
1084,"C1","C3"
1085,"C1","C1"
1086,"C1","C2"
1087,"C1","C2"
1088,"C1","C2"
1089,"C1","C2"
1090,"C1","C1"
1091,"C1","C1"
1092,"C1","C1"
1093,"C1","C1"
1094,"C1","C1"
1095,"C1","C2"
1096,"C1","C3"
1097,"C1","C2"
1098,"C1","C2"
1099,"C1","C1"
1100,"C1","C1"
1101,"C1","C1"
1102,"C1","C3"
1103,"C1","C1"
1104,"C1","C1"
1105,"C1","C2"
1106,"C1","C1"
1107,"C1","C1"
1108,"C1","C1"
1109,"C1","C1"
1110,"C1","C3"
1111,"C1","C3"
1112,"C1","C1"
1113,"C1","C2"
1114,"C1","C1"
1115,"C1","C1"
1116,"C1","C3"
1117,"C1","C1"
1118,"C1","C2"
1119,"C1","C2"
1120,"C1","C1"
1121,"C1","C3"
1122,"C1","C3"
1123,"C1","C2"
1124,"C1","C2"
1125,"C1","C3"
1126,"C1","C2"
1127,"C1","C1"
1128,"C1","C1"
1129,"C1","C1"
1130,"C1","C1"
1131,"C1","C1"
1132,"C1","C3"
1133,"C1","C1"
1134,"C1","C1"
1135,"C1","C3"
1136,"C1","C1"
1137,"C1","C2"
1138,"C1","C1"
1139,"C1","C1"
1140,"C1","C1"
1141,"C1","C3"
1142,"C1","C3"
1143,"C1","C1"
1144,"C1","C1"
1145,"C1","C1"
1146,"C1","C1"
1147,"C1","C2"
1148,"C1","C3"
1149,"C1","C2"
1150,"C1","C2"
1151,"C1","C3"
1152,"C1","C3"
1153,"C1","C2"
1154,"C1","C1"
1155,"C1","C3"
1156,"C1","C2"
1157,"C1","C1"
1158,"C1","C2"
1159,"C1","C2"
1160,"C1","C2"
1161,"C1","C3"
1162,"C1","C1"
1163,"C1","C1"
1164,"C1","C1"
1165,"C1","C3"
1166,"C1","C1"
1167,"C1","C1"
1168,"C1","C1"
1169,"C1","C3"
1170,"C2","C2"
1171,"C2","C2"
1172,"C2","C2"
1173,"C2","C2"
1174,"C2","C2"
1175,"C2","C2"
1176,"C2","C2"
1177,"C2","C2"
1178,"C2","C2"
1179,"C2","C2"
1180,"C2","C2"
1181,"C2","C3"
1182,"C2","C2"
1183,"C2","C2"
1184,"C2","C2"
1185,"C2","C2"
1186,"C2","C2"
1187,"C2","C2"
1188,"C2","C2"
1189,"C2","C2"
1190,"C2","C2"
1191,"C2","C2"
1192,"C2","C2"
1193,"C2","C2"
1194,"C2","C2"
1195,"C2","C2"
1196,"C2","C2"
1197,"C2","C2"
1198,"C2","C2"
1199,"C2","C2"
1200,"C2","C2"
1201,"C2","C2"
1202,"C2","C2"
1203,"C2","C2"
1204,"C2","C2"
1205,"C2","C3"
1206,"C2","C2"
1207,"C2","C2"
1208,"C2","C2"
1209,"C2","C3"
1210,"C2","C2"
1211,"C2","C3"
1212,"C2","C3"
1213,"C2","C2"
1214,"C2","C2"
1215,"C2","C2"
1216,"C2","C2"
1217,"C2","C2"
1218,"C2","C2"
1219,"C2","C2"
1220,"C2","C2"
1221,"C2","C2"
1222,"C2","C2"
1223,"C2","C2"
1224,"C2","C2"
1225,"C2","C2"
1226,"C2","C2"
1227,"C2","C2"
1228,"C2","C2"
1229,"C2","C2"
1230,"C2","C2"
1231,"C2","C3"
1232,"C2","C2"
1233,"C2","C2"
1234,"C2","C3"
1235,"C2","C2"
1236,"C2","C2"
1237,"C2","C2"
1238,"C2","C2"
1239,"C2","C2"
1240,"C2","C1"
1241,"C2","C2"
1242,"C2","C2"
1243,"C2","C3"
1244,"C2","C2"
1245,"C2","C2"
1246,"C2","C2"
1247,"C2","C2"
1248,"C2","C2"
1249,"C2","C2"
1250,"C2","C2"
1251,"C2","C1"
1252,"C2","C2"
1253,"C2","C2"
1254,"C2","C2"
1255,"C2","C2"
1256,"C2","C2"
1257,"C2","C2"
1258,"C2","C2"
1259,"C2","C2"
1260,"C2","C2"
1261,"C2","C2"
1262,"C2","C2"
1263,"C2","C2"
1264,"C2","C2"
1265,"C2","C2"
1266,"C2","C2"
1267,"C2","C2"
1268,"C2","C2"
1269,"C2","C2"
1270,"C2","C2"
1271,"C2","C2"
1272,"C2","C2"
1273,"C2","C2"
1274,"C2","C2"
1275,"C2","C2"
1276,"C2","C2"
1277,"C2","C2"
1278,"C2","C2"
1279,"C2","C2"
1280,"C2","C2"
1281,"C2","C2"
1282,"C2","C2"
1283,"C2","C2"
1284,"C2","C2"
1285,"C2","C2"
1286,"C2","C2"
1287,"C2","C2"
1288,"C2","C2"
1289,"C2","C2"
1290,"C2","C2"
1291,"C2","C2"
1292,"C2","C2"
1293,"C2","C2"
1294,"C2","C2"
1295,"C2","C2"
1296,"C2","C2"
1297,"C2","C2"
1298,"C2","C2"
1299,"C2","C2"
1300,"C2","C2"
1301,"C2","C2"
1302,"C2","C2"
1303,"C2","C2"
1304,"C2","C3"
1305,"C2","C2"
1306,"C2","C1"
1307,"C2","C2"
1308,"C2","C2"
1309,"C2","C2"
1310,"C2","C2"
1311,"C2","C2"
1312,"C2","C2"
1313,"C2","C2"
1314,"C2","C2"
1315,"C2","C2"
1316,"C2","C2"
1317,"C2","C2"
1318,"C2","C2"
1319,"C2","C2"
1320,"C2","C2"
1321,"C2","C2"
1322,"C2","C2"
1323,"C2","C2"
1324,"C2","C2"
1325,"C2","C2"
1326,"C2","C2"
1327,"C2","C2"
1328,"C2","C2"
1329,"C2","C2"
1330,"C2","C2"
1331,"C2","C2"
1332,"C2","C2"
1333,"C2","C2"
1334,"C2","C2"
1335,"C2","C2"
1336,"C3","C3"
1337,"C3","C3"
1338,"C3","C3"
1339,"C3","C3"
1340,"C3","C3"
1341,"C3","C3"
1342,"C3","C3"
1343,"C3","C3"
1344,"C3","C3"
1345,"C3","C3"
1346,"C3","C2"
1347,"C3","C3"
1348,"C3","C3"
1349,"C3","C3"
1350,"C3","C3"
1351,"C3","C3"
1352,"C3","C3"
1353,"C3","C3"
1354,"C3","C3"
1355,"C3","C3"
1356,"C3","C3"
1357,"C3","C3"
1358,"C3","C3"
1359,"C3","C3"
1360,"C3","C2"
1361,"C3","C3"
1362,"C3","C3"
