"id","true","output"
"333","2:sky","2:sky"
"334","2:sky","2:sky"
"335","2:sky","2:sky"
"336","2:sky","2:sky"
"337","2:sky","2:sky"
"338","2:sky","2:sky"
"339","2:sky","2:sky"
"340","2:sky","2:sky"
"341","2:sky","2:sky"
"342","2:sky","2:sky"
"343","2:sky","2:sky"
"344","6:path","6:path"
"345","6:path","6:path"
"346","6:path","6:path"
"347","6:path","6:path"
"348","6:path","6:path"
"349","6:path","6:path"
"350","6:path","4:cement"
"351","6:path","6:path"
"352","6:path","6:path"
"353","6:path","6:path"
"354","6:path","6:path"
"355","6:path","6:path"
"356","6:path","6:path"
"357","6:path","6:path"
"358","6:path","6:path"
"359","6:path","6:path"
"360","6:path","6:path"
"361","6:path","6:path"
"362","6:path","6:path"
"363","6:path","6:path"
"364","6:path","6:path"
"365","6:path","6:path"
"366","6:path","3:foliage"
"367","6:path","6:path"
"368","4:cement","4:cement"
"369","4:cement","4:cement"
"370","4:cement","4:cement"
"371","4:cement","4:cement"
"372","4:cement","4:cement"
"373","4:cement","4:cement"
"374","4:cement","4:cement"
"375","4:cement","4:cement"
"376","4:cement","4:cement"
"377","4:cement","4:cement"
"378","4:cement","4:cement"
"379","4:cement","4:cement"
"380","4:cement","4:cement"
"381","4:cement","4:cement"
"382","4:cement","4:cement"
"383","4:cement","4:cement"
"384","4:cement","4:cement"
"385","4:cement","4:cement"
"386","4:cement","4:cement"
"387","4:cement","4:cement"
"388","4:cement","4:cement"
"389","4:cement","4:cement"
"390","3:foliage","5:window"
"391","3:foliage","5:window"
"392","3:foliage","5:window"
"393","3:foliage","5:window"
"394","3:foliage","3:foliage"
"395","3:foliage","5:window"
"396","3:foliage","3:foliage"
"397","3:foliage","5:window"
"398","3:foliage","5:window"
"399","3:foliage","5:window"
"400","3:foliage","5:window"
"401","3:foliage","5:window"
"402","3:foliage","3:foliage"
"403","3:foliage","5:window"
"404","3:foliage","1:brickfac"
"405","3:foliage","3:foliage"
"406","3:foliage","5:window"
"407","3:foliage","5:window"
"408","3:foliage","5:window"
"409","3:foliage","5:window"
"410","1:brickfac","1:brickfac"
"411","1:brickfac","1:brickfac"
"412","1:brickfac","1:brickfac"
"413","1:brickfac","1:brickfac"
"414","1:brickfac","1:brickfac"
"415","1:brickfac","1:brickfac"
"416","1:brickfac","1:brickfac"
"417","1:brickfac","1:brickfac"
"418","1:brickfac","4:cement"
"419","1:brickfac","1:brickfac"
"420","1:brickfac","1:brickfac"
"421","1:brickfac","1:brickfac"
"422","1:brickfac","1:brickfac"
"423","1:brickfac","1:brickfac"
"424","1:brickfac","1:brickfac"
"425","1:brickfac","1:brickfac"
"426","1:brickfac","5:window"
"427","1:brickfac","1:brickfac"
"428","1:brickfac","5:window"
"429","1:brickfac","1:brickfac"
"430","1:brickfac","1:brickfac"
"431","5:window","5:window"
"432","5:window","5:window"
"433","5:window","5:window"
"434","5:window","3:foliage"
"435","5:window","5:window"
"436","5:window","5:window"
"437","5:window","4:cement"
"438","5:window","5:window"
"439","5:window","5:window"
"440","5:window","1:brickfac"
"441","5:window","5:window"
"442","5:window","1:brickfac"
"443","5:window","5:window"
"444","5:window","5:window"
"445","5:window","5:window"
"446","5:window","5:window"
"447","5:window","5:window"
"448","5:window","5:window"
"449","5:window","5:window"
"450","5:window","5:window"
"451","7:grass","7:grass"
"452","7:grass","7:grass"
"453","7:grass","7:grass"
"454","7:grass","7:grass"
"455","7:grass","7:grass"
"456","7:grass","7:grass"
"457","7:grass","7:grass"
"458","7:grass","7:grass"
"459","7:grass","7:grass"
"460","7:grass","7:grass"
"461","7:grass","7:grass"
"462","7:grass","7:grass"
"463","7:grass","7:grass"
"464","7:grass","7:grass"
"465","7:grass","7:grass"
"466","7:grass","7:grass"
"467","7:grass","7:grass"
"468","7:grass","7:grass"
"469","7:grass","7:grass"
"470","7:grass","7:grass"
"471","7:grass","7:grass"
"472","2:sky","2:sky"
"473","2:sky","2:sky"
"474","2:sky","2:sky"
"475","2:sky","2:sky"
"476","2:sky","2:sky"
"477","2:sky","2:sky"
"478","2:sky","2:sky"
"479","2:sky","2:sky"
"480","2:sky","2:sky"
"481","2:sky","2:sky"
"482","2:sky","2:sky"
"483","2:sky","2:sky"
"484","2:sky","2:sky"
"485","2:sky","2:sky"
"486","2:sky","2:sky"
"487","2:sky","2:sky"
"488","2:sky","2:sky"
"489","2:sky","2:sky"
"490","2:sky","2:sky"
"491","2:sky","2:sky"
"492","2:sky","2:sky"
"493","2:sky","2:sky"
"494","6:path","6:path"
"495","6:path","6:path"
"496","6:path","6:path"
"497","6:path","6:path"
"498","6:path","6:path"
"499","6:path","6:path"
"500","6:path","6:path"
"501","6:path","6:path"
"502","6:path","6:path"
"503","6:path","6:path"
"504","6:path","6:path"
"505","6:path","6:path"
"506","6:path","6:path"
"507","6:path","6:path"
"508","6:path","4:cement"
"509","6:path","6:path"
"510","6:path","6:path"
"511","6:path","6:path"
"512","6:path","6:path"
"513","6:path","6:path"
"514","6:path","6:path"
"515","6:path","6:path"
"516","6:path","6:path"
"517","4:cement","4:cement"
"518","4:cement","4:cement"
"519","4:cement","4:cement"
"520","4:cement","4:cement"
"521","4:cement","4:cement"
"522","4:cement","4:cement"
"523","4:cement","4:cement"
"524","4:cement","4:cement"
"525","4:cement","4:cement"
"526","4:cement","4:cement"
"527","4:cement","4:cement"
"528","4:cement","4:cement"
"529","4:cement","4:cement"
"530","4:cement","4:cement"
"531","4:cement","4:cement"
"532","4:cement","4:cement"
"533","4:cement","4:cement"
"534","4:cement","4:cement"
"535","4:cement","4:cement"
"536","4:cement","4:cement"
"537","4:cement","4:cement"
"538","4:cement","4:cement"
"539","3:foliage","5:window"
"540","3:foliage","5:window"
"541","3:foliage","3:foliage"
"542","3:foliage","5:window"
"543","3:foliage","5:window"
"544","3:foliage","5:window"
"545","3:foliage","5:window"
"546","3:foliage","3:foliage"
"547","3:foliage","3:foliage"
"548","3:foliage","5:window"
"549","3:foliage","5:window"
"550","3:foliage","3:foliage"
"551","3:foliage","5:window"
"552","3:foliage","5:window"
"553","3:foliage","5:window"
"554","3:foliage","5:window"
"555","3:foliage","5:window"
"556","3:foliage","3:foliage"
"557","3:foliage","5:window"
"558","3:foliage","5:window"
"559","3:foliage","5:window"
"560","1:brickfac","1:brickfac"
"561","1:brickfac","1:brickfac"
"562","1:brickfac","1:brickfac"
"563","1:brickfac","1:brickfac"
"564","1:brickfac","1:brickfac"
"565","1:brickfac","1:brickfac"
"566","1:brickfac","4:cement"
"567","1:brickfac","1:brickfac"
"568","1:brickfac","1:brickfac"
"569","1:brickfac","1:brickfac"
"570","1:brickfac","1:brickfac"
"571","1:brickfac","1:brickfac"
"572","1:brickfac","1:brickfac"
"573","1:brickfac","1:brickfac"
"574","1:brickfac","1:brickfac"
"575","1:brickfac","1:brickfac"
"576","1:brickfac","1:brickfac"
"577","1:brickfac","1:brickfac"
"578","1:brickfac","1:brickfac"
"579","1:brickfac","1:brickfac"
"580","1:brickfac","1:brickfac"
"581","5:window","5:window"
"582","5:window","1:brickfac"
"583","5:window","5:window"
"584","5:window","1:brickfac"
"585","5:window","5:window"
"586","5:window","1:brickfac"
"587","5:window","1:brickfac"
"588","5:window","5:window"
"589","5:window","5:window"
"590","5:window","5:window"
"591","5:window","5:window"
"592","5:window","1:brickfac"
"593","5:window","5:window"
"594","5:window","5:window"
"595","5:window","5:window"
"596","5:window","5:window"
"597","5:window","5:window"
"598","5:window","1:brickfac"
"599","5:window","1:brickfac"
"600","5:window","1:brickfac"
"601","7:grass","7:grass"
"602","7:grass","7:grass"
"603","7:grass","7:grass"
"604","7:grass","7:grass"
"605","7:grass","7:grass"
"606","7:grass","7:grass"
"607","7:grass","7:grass"
"608","7:grass","7:grass"
"609","7:grass","7:grass"
"610","7:grass","7:grass"
"611","7:grass","7:grass"
"612","7:grass","7:grass"
"613","7:grass","7:grass"
"614","7:grass","7:grass"
"615","7:grass","7:grass"
"616","7:grass","5:window"
"617","7:grass","7:grass"
"618","7:grass","7:grass"
"619","7:grass","7:grass"
"620","7:grass","7:grass"
"621","7:grass","7:grass"
"622","2:sky","4:cement"
"623","2:sky","2:sky"
"624","2:sky","2:sky"
"625","2:sky","2:sky"
"626","2:sky","2:sky"
"627","2:sky","2:sky"
"628","2:sky","2:sky"
"629","2:sky","2:sky"
"630","2:sky","2:sky"
"631","2:sky","2:sky"
"632","2:sky","2:sky"
"633","2:sky","2:sky"
"634","2:sky","2:sky"
"635","2:sky","2:sky"
"636","2:sky","2:sky"
"637","2:sky","2:sky"
"638","2:sky","2:sky"
"639","2:sky","2:sky"
"640","2:sky","2:sky"
"641","2:sky","2:sky"
"642","2:sky","2:sky"
"643","2:sky","2:sky"
"644","6:path","6:path"
"645","6:path","6:path"
"646","6:path","6:path"
"647","6:path","6:path"
"648","6:path","6:path"
"649","6:path","6:path"
"650","6:path","6:path"
"651","6:path","6:path"
"652","6:path","6:path"
"653","6:path","6:path"
"654","6:path","6:path"
"655","6:path","6:path"
"656","6:path","4:cement"
"657","6:path","6:path"
"658","6:path","6:path"
"659","6:path","6:path"
"660","6:path","6:path"
"661","6:path","6:path"
"662","6:path","6:path"
"663","6:path","6:path"
"664","6:path","6:path"
"665","6:path","3:foliage"
"666","6:path","6:path"
"667","4:cement","4:cement"
"668","4:cement","5:window"
"669","4:cement","4:cement"
"670","4:cement","4:cement"
"671","4:cement","4:cement"
"672","4:cement","4:cement"
"673","4:cement","4:cement"
"674","4:cement","4:cement"
"675","4:cement","4:cement"
"676","4:cement","4:cement"
"677","4:cement","4:cement"
"678","4:cement","4:cement"
"679","4:cement","6:path"
"680","4:cement","4:cement"
"681","4:cement","4:cement"
"682","4:cement","4:cement"
"683","4:cement","1:brickfac"
"684","4:cement","4:cement"
"685","4:cement","4:cement"
"686","4:cement","4:cement"
"687","4:cement","4:cement"
"688","4:cement","4:cement"
"689","3:foliage","3:foliage"
"690","3:foliage","5:window"
"691","3:foliage","3:foliage"
"692","3:foliage","5:window"
"693","3:foliage","3:foliage"
"694","3:foliage","5:window"
"695","3:foliage","5:window"
"696","3:foliage","5:window"
"697","3:foliage","5:window"
"698","3:foliage","5:window"
"699","3:foliage","5:window"
"700","3:foliage","5:window"
"701","3:foliage","3:foliage"
"702","3:foliage","5:window"
"703","3:foliage","5:window"
"704","3:foliage","3:foliage"
"705","3:foliage","4:cement"
"706","3:foliage","5:window"
"707","3:foliage","5:window"
"708","3:foliage","3:foliage"
"709","3:foliage","5:window"
"710","1:brickfac","1:brickfac"
"711","1:brickfac","1:brickfac"
"712","1:brickfac","1:brickfac"
"713","1:brickfac","1:brickfac"
"714","1:brickfac","1:brickfac"
"715","1:brickfac","1:brickfac"
"716","1:brickfac","1:brickfac"
"717","1:brickfac","1:brickfac"
"718","1:brickfac","1:brickfac"
"719","1:brickfac","1:brickfac"
"720","1:brickfac","1:brickfac"
"721","1:brickfac","1:brickfac"
"722","1:brickfac","1:brickfac"
"723","1:brickfac","1:brickfac"
"724","1:brickfac","4:cement"
"725","1:brickfac","1:brickfac"
"726","1:brickfac","5:window"
"727","1:brickfac","1:brickfac"
"728","1:brickfac","1:brickfac"
"729","1:brickfac","1:brickfac"
"730","1:brickfac","1:brickfac"
"731","5:window","1:brickfac"
"732","5:window","5:window"
"733","5:window","5:window"
"734","5:window","5:window"
"735","5:window","5:window"
"736","5:window","5:window"
"737","5:window","5:window"
"738","5:window","5:window"
"739","5:window","5:window"
"740","5:window","5:window"
"741","5:window","5:window"
"742","5:window","5:window"
"743","5:window","1:brickfac"
"744","5:window","1:brickfac"
"745","5:window","5:window"
"746","5:window","5:window"
"747","5:window","5:window"
"748","5:window","5:window"
"749","5:window","5:window"
"750","5:window","1:brickfac"
"751","7:grass","7:grass"
"752","7:grass","7:grass"
"753","7:grass","7:grass"
"754","7:grass","7:grass"
"755","7:grass","7:grass"
"756","7:grass","7:grass"
"757","7:grass","7:grass"
"758","7:grass","7:grass"
"759","7:grass","7:grass"
"760","7:grass","7:grass"
"761","7:grass","7:grass"
"762","7:grass","7:grass"
"763","7:grass","7:grass"
"764","7:grass","7:grass"
"765","7:grass","7:grass"
"766","7:grass","7:grass"
"767","7:grass","7:grass"
"768","7:grass","7:grass"
"769","7:grass","7:grass"
"770","7:grass","7:grass"
"771","7:grass","7:grass"
"772","2:sky","2:sky"
"773","2:sky","2:sky"
"774","2:sky","2:sky"
"775","2:sky","2:sky"
"776","2:sky","2:sky"
"777","2:sky","2:sky"
"778","2:sky","2:sky"
"779","2:sky","2:sky"
"780","2:sky","2:sky"
"781","2:sky","2:sky"
"782","2:sky","2:sky"
"783","2:sky","2:sky"
"784","2:sky","4:cement"
"785","2:sky","2:sky"
"786","2:sky","2:sky"
"787","2:sky","2:sky"
"788","2:sky","2:sky"
"789","2:sky","2:sky"
"790","2:sky","2:sky"
"791","2:sky","2:sky"
"792","2:sky","2:sky"
"793","2:sky","2:sky"
"794","6:path","6:path"
"795","6:path","6:path"
"796","6:path","6:path"
"797","6:path","6:path"
"798","6:path","4:cement"
"799","6:path","6:path"
"800","6:path","6:path"
"801","6:path","6:path"
"802","6:path","6:path"
"803","6:path","4:cement"
"804","6:path","6:path"
"805","6:path","3:foliage"
"806","6:path","6:path"
"807","6:path","6:path"
"808","6:path","6:path"
"809","6:path","3:foliage"
"810","6:path","6:path"
"811","6:path","6:path"
"812","6:path","6:path"
"813","6:path","6:path"
"814","6:path","6:path"
"815","6:path","6:path"
"816","6:path","6:path"
"817","4:cement","4:cement"
"818","4:cement","4:cement"
"819","4:cement","4:cement"
"820","4:cement","4:cement"
"821","4:cement","4:cement"
"822","4:cement","1:brickfac"
"823","4:cement","4:cement"
"824","4:cement","4:cement"
"825","4:cement","4:cement"
"826","4:cement","4:cement"
"827","4:cement","4:cement"
"828","4:cement","4:cement"
"829","4:cement","4:cement"
"830","4:cement","4:cement"
"831","4:cement","5:window"
"832","4:cement","4:cement"
"833","4:cement","4:cement"
"834","4:cement","1:brickfac"
"835","4:cement","4:cement"
"836","4:cement","4:cement"
"837","4:cement","4:cement"
"838","4:cement","4:cement"
"839","3:foliage","5:window"
"840","3:foliage","5:window"
"841","3:foliage","5:window"
"842","3:foliage","5:window"
"843","3:foliage","5:window"
"844","3:foliage","5:window"
"845","3:foliage","5:window"
"846","3:foliage","5:window"
"847","3:foliage","5:window"
"848","3:foliage","3:foliage"
"849","3:foliage","5:window"
"850","3:foliage","5:window"
"851","3:foliage","5:window"
"852","3:foliage","5:window"
"853","3:foliage","5:window"
"854","3:foliage","5:window"
"855","3:foliage","5:window"
"856","3:foliage","5:window"
"857","3:foliage","5:window"
"858","3:foliage","5:window"
"859","3:foliage","5:window"
"860","1:brickfac","1:brickfac"
"861","1:brickfac","1:brickfac"
"862","1:brickfac","1:brickfac"
"863","1:brickfac","1:brickfac"
"864","1:brickfac","1:brickfac"
"865","1:brickfac","1:brickfac"
"866","1:brickfac","1:brickfac"
"867","1:brickfac","1:brickfac"
"868","1:brickfac","1:brickfac"
"869","1:brickfac","1:brickfac"
"870","1:brickfac","1:brickfac"
"871","1:brickfac","1:brickfac"
"872","1:brickfac","1:brickfac"
"873","1:brickfac","1:brickfac"
"874","1:brickfac","1:brickfac"
"875","1:brickfac","1:brickfac"
"876","1:brickfac","1:brickfac"
"877","1:brickfac","1:brickfac"
"878","1:brickfac","4:cement"
"879","1:brickfac","4:cement"
"880","1:brickfac","1:brickfac"
"881","5:window","5:window"
"882","5:window","5:window"
"883","5:window","5:window"
"884","5:window","1:brickfac"
"885","5:window","5:window"
"886","5:window","5:window"
"887","5:window","5:window"
"888","5:window","5:window"
"889","5:window","5:window"
"890","5:window","1:brickfac"
"891","5:window","5:window"
"892","5:window","5:window"
"893","5:window","5:window"
"894","5:window","3:foliage"
"895","5:window","4:cement"
"896","5:window","5:window"
"897","5:window","1:brickfac"
"898","5:window","5:window"
"899","5:window","5:window"
"900","5:window","1:brickfac"
"901","7:grass","7:grass"
"902","7:grass","7:grass"
"903","7:grass","7:grass"
"904","7:grass","7:grass"
"905","7:grass","7:grass"
"906","7:grass","7:grass"
"907","7:grass","7:grass"
"908","7:grass","7:grass"
"909","7:grass","7:grass"
"910","7:grass","7:grass"
"911","7:grass","7:grass"
"912","7:grass","7:grass"
"913","7:grass","7:grass"
"914","7:grass","7:grass"
"915","7:grass","7:grass"
"916","7:grass","7:grass"
"917","7:grass","7:grass"
"918","7:grass","7:grass"
"919","7:grass","7:grass"
"920","7:grass","7:grass"
"921","7:grass","7:grass"
"922","2:sky","2:sky"
"923","2:sky","2:sky"
"924","2:sky","2:sky"
"925","2:sky","2:sky"
"926","2:sky","2:sky"
"927","2:sky","2:sky"
"928","2:sky","2:sky"
"929","2:sky","2:sky"
"930","2:sky","2:sky"
"931","2:sky","2:sky"
"932","2:sky","2:sky"
"933","2:sky","2:sky"
"934","2:sky","2:sky"
"935","2:sky","2:sky"
"936","2:sky","2:sky"
"937","2:sky","2:sky"
"938","2:sky","2:sky"
"939","2:sky","2:sky"
"940","2:sky","2:sky"
"941","2:sky","2:sky"
"942","2:sky","2:sky"
"943","2:sky","2:sky"
"944","6:path","6:path"
"945","6:path","4:cement"
"946","6:path","6:path"
"947","6:path","6:path"
"948","6:path","6:path"
"949","6:path","6:path"
"950","6:path","6:path"
"951","6:path","6:path"
"952","6:path","6:path"
"953","6:path","6:path"
"954","6:path","6:path"
"955","6:path","6:path"
"956","6:path","6:path"
"957","6:path","6:path"
"958","6:path","6:path"
"959","6:path","6:path"
"960","6:path","6:path"
"961","6:path","6:path"
"962","6:path","6:path"
"963","6:path","6:path"
"964","6:path","6:path"
"965","6:path","6:path"
"966","6:path","4:cement"
"967","4:cement","1:brickfac"
"968","4:cement","4:cement"
"969","4:cement","4:cement"
"970","4:cement","6:path"
"971","4:cement","4:cement"
"972","4:cement","4:cement"
"973","4:cement","4:cement"
"974","4:cement","4:cement"
"975","4:cement","4:cement"
"976","4:cement","4:cement"
"977","4:cement","4:cement"
"978","4:cement","4:cement"
"979","4:cement","1:brickfac"
"980","4:cement","4:cement"
"981","4:cement","4:cement"
"982","4:cement","4:cement"
"983","4:cement","4:cement"
"984","4:cement","4:cement"
"985","4:cement","4:cement"
"986","4:cement","4:cement"
"987","4:cement","4:cement"
"988","4:cement","4:cement"
"989","3:foliage","3:foliage"
"990","3:foliage","5:window"
"991","3:foliage","5:window"
"992","3:foliage","4:cement"
"993","3:foliage","1:brickfac"
